Model,Shots,Dataset,Score Threshold,R-Squared,RMSE,MAPE,Count Accuracy Avg,Count Accuracy SD,Pred Counts,GT Counts,AP (IoU=.50:.95),AP (IoU=.50),AP (IoU=.75),AP Small,AP Medium,AP Large,AR Max1,AR Max10,AR Max100,AR Small,AR Medium,AR Large
vits,10,3,0.7,-19.87821043910522,9.921567416492215,77.74043664668665,0.22259563353313352,0.16236589900977458,"[0, 6, 7, 3, 3, 0, 5, 0, 1, 5, 1, 2, 3, 1, 4, 3]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.045979820509523484,0.12871287128712872,0.012541254125412538,0.05300107134025662,0.044008198641624446,-1.0,0.02030456852791878,0.066497461928934,0.066497461928934,0.060571428571428575,0.11363636363636362,-1.0
vits,10,3,0.8,-23.775476387738195,10.807983160608643,86.02055930180931,0.13979440698190698,0.11652546929185051,"[0, 5, 5, 1, 1, 0, 3, 0, 1, 3, 1, 2, 2, 0, 3, 1]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.03129042986716254,0.08380480905233381,0.011138613861386136,0.0346064991114496,0.026591230551626592,-1.0,0.018274111675126905,0.04111675126903553,0.04111675126903553,0.03828571428571429,0.06363636363636363,-1.0
vits,10,3,0.9,-28.468102734051367,11.787175234126284,93.87536075036076,0.06124639249639251,0.07699371093213081,"[0, 2, 3, 1, 0, 0, 2, 0, 0, 1, 0, 0, 2, 0, 1, 0]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.019306930693069307,0.0363036303630363,0.0099009900990099,0.016336633663366337,0.026591230551626592,-1.0,0.012690355329949238,0.019796954314720807,0.019796954314720807,0.014285714285714287,0.06363636363636363,-1.0
vits,30,1,0,-705.3434782608693,67.17700499426869,506.5862840862841,-4.065862840862841,1.1722552390938312,"[70, 74, 66, 65, 93, 79, 86, 88, 79, 79, 92, 92]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.174720138880553,0.4552200904936559,0.10003269092641816,0.18020967589806325,0.324045261669024,-1.0,0.041463414634146344,0.20975609756097563,0.2475609756097561,0.24382716049382713,0.55,-1.0
vits,30,1,0.05,-20.586956521739125,11.74379268663521,78.38026556776555,0.2161973443223443,0.4806565962473223,"[22, 18, 10, 19, 16, 27, 29, 23, 15, 27, 37, 30]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.17159646158067207,0.4428423437226761,0.0996065364027879,0.17635163034079948,0.324045261669024,-1.0,0.041463414634146344,0.20975609756097563,0.22560975609756095,0.22160493827160493,0.55,-1.0
vits,30,1,0.1,-3.0956521739130425,5.115336417740935,32.025335775335776,0.6797466422466423,0.26775779045980197,"[19, 12, 6, 15, 15, 19, 15, 15, 11, 17, 23, 17]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.17037609657737568,0.4361734148768979,0.0996065364027879,0.17483074338058555,0.324045261669024,-1.0,0.041463414634146344,0.20853658536585368,0.22134146341463415,0.21728395061728395,0.55,-1.0
vits,30,1,0.15,-1.4652173913043471,3.968626966596886,22.818732193732195,0.7718126780626782,0.16084050300738273,"[17, 7, 6, 11, 13, 15, 11, 15, 9, 15, 16, 12]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.16618254300037355,0.4180002553445001,0.0996065364027879,0.1706949643918468,0.324045261669024,-1.0,0.041463414634146344,0.20853658536585368,0.21097560975609753,0.2067901234567901,0.55,-1.0
vits,30,1,0.2,-3.2391304347826075,5.204164998665331,30.752442002442002,0.69247557997558,0.188402618142383,"[12, 6, 4, 11, 11, 14, 10, 12, 6, 15, 13, 11]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.16170989399569052,0.4008882029319098,0.09755299771558584,0.1657842529276379,0.324045261669024,-1.0,0.041463414634146344,0.19878048780487806,0.20060975609756096,0.1962962962962963,0.55,-1.0
vits,30,1,0.25,-4.2565217391304335,5.795112883571237,33.33892958892959,0.6666107041107042,0.2088716541887467,"[9, 5, 4, 9, 10, 14, 9, 11, 5, 14, 12, 11]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.1595614833651538,0.3947217968176141,0.09755299771558584,0.16343999114614693,0.324045261669024,-1.0,0.041463414634146344,0.19573170731707318,0.19634146341463415,0.19197530864197532,0.55,-1.0
vits,30,1,0.3,-5.53478260869565,6.461423991660043,39.596179283679284,0.6040382071632071,0.19673775498503046,"[9, 5, 4, 6, 7, 12, 8, 10, 4, 10, 11, 11]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.15886437283777452,0.38775069154382147,0.09755299771558584,0.16204285143217553,0.324045261669024,-1.0,0.041463414634146344,0.19390243902439025,0.19451219512195123,0.19012345679012346,0.55,-1.0
vits,30,1,0.4,-7.5043478260869545,7.371114795831994,47.10686304436305,0.5289313695563695,0.17293844777809217,"[8, 5, 3, 6, 7, 8, 6, 8, 4, 9, 11, 9]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.15743758935842533,0.38058827317432486,0.09755299771558584,0.15981788418652898,0.324045261669024,-1.0,0.041463414634146344,0.19146341463414634,0.19207317073170732,0.1876543209876543,0.55,-1.0
vits,30,1,0.5,-9.408695652173911,8.154753215150045,54.970746845746845,0.4502925315425315,0.14003120743389091,"[7, 4, 3, 5, 7, 6, 6, 6, 3, 8, 9, 8]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.1466717379852051,0.34020906148114444,0.09412573191208243,0.1495510043494824,0.324045261669024,-1.0,0.041463414634146344,0.17621951219512194,0.17621951219512194,0.17160493827160492,0.55,-1.0
vits,30,1,0.6,-11.965217391304344,9.10128196098403,62.887031949531945,0.3711296805046805,0.13724674817005006,"[7, 4, 2, 3, 6, 3, 4, 5, 3, 7, 8, 8]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.13781463777506867,0.3147677878455842,0.09063946779271273,0.13973938452006307,0.324045261669024,-1.0,0.041463414634146344,0.16280487804878047,0.16280487804878047,0.1580246913580247,0.55,-1.0
vits,30,1,0.7,-13.099999999999996,9.491224016602565,65.79492266992266,0.3420507733007733,0.12788930932996054,"[6, 4, 2, 3, 5, 3, 4, 5, 2, 6, 7, 8]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.13133185390346117,0.3057058647041175,0.08677975978801397,0.13286414245293549,0.324045261669024,-1.0,0.041463414634146344,0.1542682926829268,0.1542682926829268,0.1493827160493827,0.55,-1.0
vits,30,1,0.8,-17.339130434782604,10.824355254086345,75.24547212047212,0.24754527879527877,0.1702783218490803,"[6, 4, 0, 1, 3, 2, 2, 4, 0, 6, 4, 8]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.10116847238440795,0.2135216462822753,0.07458354016605176,0.10158235990308798,0.20198019801980197,-1.0,0.034756097560975606,0.11341463414634148,0.11341463414634148,0.11172839506172841,0.25,-1.0
vits,30,1,0.9,-22.882608695652166,12.352462642458521,85.92846967846968,0.1407153032153032,0.1280024834316103,"[2, 4, 0, 1, 1, 1, 0, 3, 0, 4, 2, 3]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.06655267362207253,0.12871287128712872,0.054252484071936606,0.06751401430416235,0.20198019801980197,-1.0,0.030487804878048787,0.07195121951219512,0.07195121951219512,0.06975308641975309,0.25,-1.0
vits,30,2,0,-1470.792452830189,78.99620244037051,656.3827700077701,-5.5638277000777006,1.4224351551307508,"[93, 79, 96, 97, 89, 90, 94, 89, 95, 92, 96, 82, 94, 93, 100, 91, 75, 93, 92, 94]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.17698285059210578,0.40139583384451566,0.11430460293287595,0.17937054561730437,0.24825616960673047,-1.0,0.04314516129032257,0.20120967741935486,0.25241935483870964,0.24541666666666667,0.4625,-1.0
vits,30,2,0.05,-196.09905660377362,28.908476265621474,197.32206682206683,-0.9732206682206682,1.2671566069988154,"[22, 28, 23, 26, 46, 39, 52, 77, 23, 25, 18, 32, 37, 25, 24, 42, 33, 48, 76, 34]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.1756872251829259,0.39683521908715574,0.11430460293287595,0.1780768024838787,0.24825616960673047,-1.0,0.04314516129032257,0.20120967741935486,0.2411290322580645,0.23375000000000004,0.4625,-1.0
vits,30,2,0.1,-59.872641509433976,16.065490966665166,98.43888056388059,0.015611194361194292,0.8293708872617065,"[15, 22, 15, 15, 25, 29, 37, 53, 16, 20, 11, 17, 25, 17, 22, 26, 20, 31, 50, 24]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.17502970736937631,0.39467373533314654,0.11430460293287595,0.17763260231840514,0.24825616960673047,-1.0,0.04314516129032257,0.20120967741935486,0.2379032258064516,0.23041666666666671,0.4625,-1.0
vits,30,2,0.15,-24.8372641509434,10.466613587975816,57.88612776112776,0.42113872238872235,0.6001225520167957,"[13, 16, 13, 14, 20, 21, 29, 43, 12, 14, 7, 12, 21, 13, 18, 18, 15, 25, 36, 21]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.17356509840727666,0.38949512538837167,0.11322938228863959,0.1761395483641809,0.24825616960673047,-1.0,0.04314516129032257,0.20120967741935486,0.2310483870967742,0.22333333333333333,0.4625,-1.0
vits,30,2,0.2,-11.936320754716984,7.406078584514209,39.35231435231435,0.6064768564768566,0.4338537119247933,"[10, 13, 11, 12, 19, 17, 24, 35, 11, 11, 6, 9, 18, 9, 14, 11, 13, 18, 30, 18]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.17190467807157023,0.3832068107630373,0.11322938228863959,0.17418241018692207,0.24825616960673047,-1.0,0.04314516129032257,0.19919354838709677,0.22379032258064516,0.21583333333333332,0.4625,-1.0
vits,30,2,0.25,-7.655660377358492,6.058052492344384,33.29822954822955,0.6670177045177045,0.342092693554787,"[6, 11, 11, 8, 17, 14, 19, 31, 11, 11, 6, 8, 15, 6, 11, 10, 11, 16, 26, 16]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.1696242301529846,0.375902828556723,0.11322938228863959,0.17165506809181624,0.24825616960673047,-1.0,0.04314516129032257,0.19798387096774195,0.21733870967741936,0.20916666666666667,0.4625,-1.0
vits,30,2,0.3,-4.99056603773585,5.039841267341661,32.21083083583084,0.6778916916416916,0.23130363857789946,"[5, 9, 9, 7, 16, 10, 15, 26, 10, 10, 6, 6, 14, 6, 10, 9, 10, 14, 21, 13]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.1665648609855293,0.3673120080847144,0.11322938228863959,0.16825368463226,0.24825616960673047,-1.0,0.04314516129032257,0.19798387096774195,0.20846774193548384,0.20000000000000004,0.4625,-1.0
vits,30,2,0.4,-6.146226415094341,5.504543577809154,37.893634143634145,0.6210636585636585,0.21415800548850547,"[4, 7, 6, 5, 13, 9, 12, 22, 8, 8, 3, 5, 10, 4, 9, 8, 8, 13, 12, 8]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.1623117171322394,0.3573783773590045,0.11085946444579146,0.16366626116006322,0.24825616960673047,-1.0,0.04314516129032257,0.1931451612903226,0.19959677419354838,0.19083333333333335,0.4625,-1.0
vits,30,2,0.5,-9.778301886792455,6.760177512462229,50.470945720945714,0.4952905427905427,0.15719111458656043,"[4, 6, 4, 4, 11, 7, 8, 20, 6, 6, 2, 4, 8, 4, 6, 8, 7, 8, 8, 5]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.15763303503009607,0.3385886537153925,0.11085946444579146,0.15944242883322282,0.24825616960673047,-1.0,0.04314516129032257,0.18669354838709679,0.1911290322580645,0.18208333333333332,0.4625,-1.0
vits,30,2,0.6,-11.771226415094342,7.358668357794092,55.705128205128204,0.442948717948718,0.1484839196692015,"[4, 6, 2, 4, 9, 6, 8, 18, 4, 5, 2, 4, 6, 3, 6, 7, 7, 5, 8, 5]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.15211352120931898,0.32417959779129135,0.10722254192574314,0.15432567049446763,0.21791752704682232,-1.0,0.04314516129032257,0.1786290322580645,0.182258064516129,0.17541666666666667,0.3875,-1.0
vits,30,2,0.7,-15.084905660377363,8.258329128825032,61.80963480963481,0.3819036519036519,0.1942838019101367,"[4, 6, 1, 2, 8, 5, 8, 14, 3, 4, 1, 4, 5, 3, 3, 7, 4, 3, 6, 5]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.1449458033491633,0.3009693022014675,0.10371776666945644,0.1474520823358077,0.21791752704682232,-1.0,0.04314516129032257,0.16693548387096774,0.17056451612903226,0.16333333333333336,0.3875,-1.0
vits,30,2,0.8,-20.28537735849057,9.5,72.22342934842935,0.27776570651570653,0.15395240487099107,"[3, 3, 0, 1, 4, 5, 7, 8, 3, 2, 1, 4, 4, 3, 0, 4, 3, 3, 5, 4]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.11871259467843788,0.24003640519656919,0.09031446004665934,0.11905966773383464,0.1857260726072607,-1.0,0.041532258064516124,0.13629032258064516,0.13629032258064516,0.13041666666666668,0.3125,-1.0
vits,30,2,0.9,-27.53773584905661,11.0,85.93695193695193,0.14063048063048061,0.12000892618619448,"[2, 1, 0, 1, 0, 3, 5, 5, 3, 0, 0, 1, 1, 1, 0, 1, 3, 2, 3, 2]","[8, 12, 15, 15, 13, 12, 15, 13, 11, 13, 9, 9, 12, 12, 15, 14, 11, 12, 12, 15]",0.07048356468540815,0.13774024461269657,0.0646103071845646,0.07205570272746337,0.07722772277227721,-1.0,0.03588709677419355,0.07620967741935483,0.07620967741935483,0.075,0.1125,-1.0
vits,30,3,0,-1328.9884009942004,79.18767265174549,668.75999000999,-5.6875999000999,1.6273572184057856,"[90, 92, 98, 96, 94, 92, 98, 100, 88, 84, 85, 92, 83, 96, 90, 82]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.21371175568187717,0.5667783694644992,0.07272557906523151,0.22305127145435166,0.23166159676149417,-1.0,0.0401015228426396,0.2639593908629442,0.34213197969543147,0.3308571428571429,0.4318181818181818,-1.0
vits,30,3,0.05,-273.9030654515327,36.00173606925088,256.1925400987901,-1.561925400987901,1.636762386193162,"[20, 53, 81, 28, 17, 61, 29, 35, 49, 31, 80, 33, 31, 42, 65, 30]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.21193163503397758,0.5612184189470645,0.07235576279667766,0.2213345858293429,0.2270234058774824,-1.0,0.0401015228426396,0.2639593908629442,0.32436548223350253,0.31485714285714284,0.4,-1.0
vits,30,3,0.1,-94.07207953603977,21.17191535974013,136.97777916527914,-0.3697777916527917,1.110031840053535,"[13, 34, 57, 20, 13, 37, 19, 20, 34, 18, 60, 19, 21, 32, 39, 19]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.20864835179603156,0.5507663843465412,0.07150537100903263,0.21828027232878258,0.22352726766684533,-1.0,0.0401015228426396,0.2639593908629442,0.3101522842639594,0.3005714285714286,0.38636363636363635,-1.0
vits,30,3,0.15,-48.40513670256835,15.262290129597195,93.05704711954711,0.06942952880452884,0.8611586947049513,"[11, 22, 49, 18, 11, 30, 16, 16, 26, 15, 47, 15, 19, 26, 30, 15]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.20837073098184097,0.5507663843465412,0.07150537100903263,0.2176526202778632,0.22352726766684533,-1.0,0.0401015228426396,0.2639593908629442,0.30862944162436545,0.2988571428571429,0.38636363636363635,-1.0
vits,30,3,0.2,-26.12178956089478,11.308182877898641,68.22134462759463,0.31778655372405373,0.6698981821610378,"[11, 20, 40, 13, 10, 27, 14, 14, 23, 15, 38, 14, 16, 22, 24, 12]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.20612798952082723,0.5388062218187546,0.07150537100903263,0.21574074994815434,0.22352726766684533,-1.0,0.0401015228426396,0.2639593908629442,0.30406091370558375,0.2937142857142857,0.38636363636363635,-1.0
vits,30,3,0.25,-14.390223695111848,8.51836251870041,53.761498917748916,0.4623850108225108,0.481043219986538,"[6, 16, 33, 12, 8, 24, 14, 14, 19, 13, 32, 13, 16, 16, 18, 10]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.20293732268198292,0.5296988186277967,0.07150537100903263,0.2145385938503453,0.20916079027454235,-1.0,0.0401015228426396,0.2598984771573604,0.29593908629441623,0.2902857142857143,0.34090909090909094,-1.0
vits,30,3,0.3,-7.404308202154102,6.294839156007086,38.900006243756245,0.6109999375624375,0.3680322451922187,"[5, 16, 24, 12, 8, 23, 11, 13, 15, 12, 28, 12, 12, 15, 14, 9]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.20015464994295606,0.5197446734324566,0.06983431782776514,0.21203241671338358,0.20246498211600122,-1.0,0.0401015228426396,0.25583756345177666,0.2878172588832487,0.28400000000000003,0.3181818181818182,-1.0
vits,30,3,0.4,-4.951946975973488,5.297405025104273,36.61118395493395,0.6338881604506604,0.1970912840416388,"[3, 16, 20, 8, 6, 17, 8, 7, 11, 10, 23, 10, 8, 10, 12, 7]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.18663475753611602,0.48421829537347105,0.06595241592375424,0.19670562951020193,0.19611867472778732,-1.0,0.0401015228426396,0.24111675126903553,0.2598984771573604,0.25542857142857145,0.2954545454545454,-1.0
vits,30,3,0.5,-5.376139188069594,5.482928049865327,36.055160117660115,0.6394483988233988,0.2112072669568628,"[3, 14, 17, 7, 5, 11, 8, 6, 10, 6, 17, 7, 6, 7, 12, 6]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.17749590059887285,0.4575959989307974,0.06595241592375424,0.18463643770505764,0.19611867472778732,-1.0,0.0401015228426396,0.2248730964467005,0.2416243654822335,0.23485714285714288,0.2954545454545454,-1.0
vits,30,3,0.6,-7.351284175642087,6.274950199005566,39.00932400932401,0.6099067599067599,0.27240051785994057,"[3, 13, 14, 6, 5, 10, 8, 4, 8, 3, 13, 6, 5, 6, 8, 5]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.16448439373423712,0.42124663674481455,0.06084038956960368,0.16795320874007189,0.19611867472778732,-1.0,0.0401015228426396,0.20558375634517767,0.21827411167512686,0.20857142857142857,0.2954545454545454,-1.0
vits,30,3,0.7,-9.8036454018227,7.137051211810099,50.579177766677766,0.4942082223332223,0.22613267208574067,"[3, 12, 12, 4, 3, 6, 7, 4, 6, 2, 11, 4, 5, 4, 8, 5]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.14580552444904366,0.3660205308764995,0.05523555672316817,0.1488269010542753,0.1776144909169922,-1.0,0.0401015228426396,0.18274111675126903,0.19086294416243654,0.18342857142857144,0.25,-1.0
vits,30,3,0.8,-13.409279204639603,8.242420760917268,62.11574883449884,0.37884251165501165,0.1970853004801872,"[2, 9, 11, 3, 2, 3, 5, 3, 5, 1, 8, 4, 3, 4, 7, 4]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.11987057901747522,0.29854285582146495,0.048879365548495146,0.11965509696715902,0.16541546737091292,-1.0,0.0401015228426396,0.15482233502538073,0.15482233502538073,0.1462857142857143,0.22272727272727272,-1.0
vits,30,3,0.9,-23.019884009942004,10.641898326896381,80.96885753135754,0.1903114246864247,0.1811355338108698,"[1, 0, 8, 2, 0, 2, 2, 1, 4, 1, 1, 3, 1, 2, 6, 1]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.06992387480506293,0.16652522395096653,0.029372937293729372,0.06499190480736576,0.11538425271098539,-1.0,0.03248730964467005,0.07614213197969542,0.07614213197969542,0.06857142857142857,0.13636363636363635,-1.0
vits,30,3,0.98,-31.72908036454018,12.422258248804845,98.52430555555556,0.014756944444444448,0.03912032756681858,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[14, 15, 14, 9, 11, 10, 11, 12, 8, 15, 15, 13, 11, 14, 11, 14]",0.010396039603960397,0.019801980198019802,0.0049504950495049506,0.004950495049504949,0.029702970297029695,-1.0,0.005583756345177665,0.005583756345177665,0.005583756345177665,0.002857142857142857,0.02727272727272727,-1.0
vits,50,1,0,-850.9869565217389,73.77838436832295,561.6655219780221,-4.6166552197802195,1.3292341541098391,"[82, 78, 88, 80, 89, 78, 95, 90, 85, 90, 93, 99]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.19323954770043636,0.4761208773214563,0.12411657771690682,0.19829147618554457,0.4171782178217822,-1.0,0.043292682926829265,0.21951219512195125,0.2530487804878049,0.24814814814814815,0.65,-1.0
vits,50,1,0.05,-30.330434782608688,14.148026953136139,93.31387362637363,0.06686126373626373,0.6771812031383149,"[24, 30, 11, 18, 26, 14, 24, 27, 10, 34, 26, 44]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.19158209646035596,0.4699336438899285,0.12354636362743507,0.1965599801095469,0.4171782178217822,-1.0,0.043292682926829265,0.21951219512195125,0.23963414634146343,0.23456790123456792,0.65,-1.0
vits,50,1,0.1,-4.191304347826086,5.759050847723665,39.636243386243386,0.6036375661375663,0.2572103709842692,"[20, 16, 7, 14, 17, 10, 13, 17, 9, 23, 15, 23]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.19005519342170954,0.4580389419677007,0.12354636362743507,0.19442505475809368,0.4171782178217822,-1.0,0.043292682926829265,0.2182926829268293,0.23475609756097562,0.22962962962962963,0.65,-1.0
vits,50,1,0.15,-2.6782608695652166,4.847679857416329,29.022563085063087,0.7097743691493692,0.211453219060035,"[15, 11, 6, 13, 15, 10, 8, 14, 7, 17, 12, 18]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.18538724459994677,0.44358471642397135,0.12146194465922246,0.18913948911886347,0.4171782178217822,-1.0,0.043292682926829265,0.2152439024390244,0.224390243902439,0.2191358024691358,0.65,-1.0
vits,50,1,0.2,-3.604347826086955,5.423713365090993,31.428825803825806,0.6857117419617421,0.1944214225037356,"[12, 8, 4, 11, 14, 9, 8, 12, 6, 15, 10, 12]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.18118994889193019,0.4260923214932265,0.12146194465922246,0.18676821750894385,0.4171782178217822,-1.0,0.043292682926829265,0.20853658536585368,0.21707317073170734,0.2117283950617284,0.65,-1.0
vits,50,1,0.25,-4.9347826086956506,6.157651067303722,36.76892551892552,0.6323107448107449,0.19373806160883772,"[11, 6, 3, 9, 12, 7, 8, 9, 6, 12, 10, 10]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.17626764065833314,0.40681605052894904,0.12146194465922246,0.17906476979322394,0.4171782178217822,-1.0,0.043292682926829265,0.20426829268292682,0.20609756097560977,0.2006172839506173,0.65,-1.0
vits,50,1,0.3,-5.586956521739129,6.487166818676188,40.19268925518926,0.5980731074481075,0.17341034473438544,"[10, 6, 3, 9, 10, 7, 8, 9, 6, 11, 9, 9]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.17626764065833314,0.40681605052894904,0.12146194465922246,0.17906476979322394,0.4171782178217822,-1.0,0.043292682926829265,0.20426829268292682,0.20609756097560977,0.2006172839506173,0.65,-1.0
vits,50,1,0.4,-7.791304347826085,7.494442385305705,50.29965404965405,0.49700345950345953,0.13756208561157832,"[9, 4, 3, 5, 9, 7, 6, 7, 6, 10, 7, 7]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.17198664517089365,0.3847293347269477,0.12146194465922246,0.17448956995859308,0.4171782178217822,-1.0,0.043292682926829265,0.2,0.2,0.19444444444444445,0.65,-1.0
vits,50,1,0.5,-9.095652173913042,8.031189202104505,55.5026455026455,0.444973544973545,0.10591922386277661,"[8, 4, 3, 4, 8, 5, 5, 7, 6, 8, 7, 7]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.1658587350825875,0.36760329779893064,0.12146194465922246,0.17008862041640843,0.4171782178217822,-1.0,0.043292682926829265,0.19329268292682927,0.19329268292682927,0.18765432098765433,0.65,-1.0
vits,50,1,0.6,-11.247826086956518,8.845903006477066,60.65984940984941,0.3934015059015059,0.12391527177646919,"[6, 4, 3, 4, 8, 3, 3, 7, 5, 7, 7, 6]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.15999415702814343,0.3407197270889184,0.12146194465922246,0.1618741240314112,0.4171782178217822,-1.0,0.043292682926829265,0.18536585365853658,0.18536585365853658,0.17962962962962964,0.65,-1.0
vits,50,1,0.7,-13.634782608695648,9.669539802906858,65.76020044770044,0.3423979955229956,0.145124178402905,"[4, 4, 3, 4, 8, 2, 2, 5, 3, 7, 6, 6]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.15011767683008026,0.3131577308674264,0.11625089723869093,0.15138060432948522,0.4171782178217822,-1.0,0.043292682926829265,0.17134146341463413,0.17134146341463413,0.1654320987654321,0.65,-1.0
vits,50,1,0.8,-14.939130434782605,10.091250335480401,69.70479751729751,0.3029520248270248,0.12962367330693766,"[4, 4, 3, 3, 6, 1, 2, 5, 3, 7, 5, 5]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.14237932679176488,0.2840346534653465,0.11102018548827061,0.14399961170357384,0.4171782178217822,-1.0,0.043292682926829265,0.16341463414634147,0.16341463414634147,0.15740740740740738,0.65,-1.0
vits,50,1,0.9,-21.87826086956521,12.089940722214756,84.31369556369556,0.15686304436304435,0.12986746724760212,"[0, 4, 0, 1, 2, 0, 2, 3, 1, 3, 4, 4]","[16, 9, 16, 8, 15, 13, 16, 15, 14, 13, 14, 15]",0.07337876644807337,0.1481023102310231,0.051626591230551626,0.07221094780285481,0.21881188118811878,-1.0,0.032926829268292684,0.075,0.075,0.0728395061728395,0.25,-1.0
